# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RP11-259P1.1	ENSG00000224192	ENST00000414989	antisense	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
RP11-375H17.1	ENSG00000226169	ENST00000417957	antisense	0	0	0	7	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	3
RP11-494O16.3	ENSG00000229409	ENST00000422315	processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP11-536P6.3	ENSG00000233179	ENST00000453866	lincRNA	0	0	0	7	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1
RP3-333H23.8	ENSG00000224794	ENST00000434516	antisense	0	0	0	8	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	3
RP3-370M22.8	ENSG00000225528	ENST00000424496	sense_intronic	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP3-400N23.6	ENSG00000228839	ENST00000440456	antisense	0	0	0	17	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	4
RP3-400N23.6	ENSG00000228839	ENST00000451161	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP3-402G11.25	ENSG00000273188	ENST00000607943	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP3-402G11.26	ENSG00000273253	ENST00000608025	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-402G11.27	ENSG00000272836	ENST00000610050	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP3-412A9.15	ENSG00000214125	ENST00000397595	processed_pseudogene	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP3-430N8.10	ENSG00000269972	ENST00000602955	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-430N8.11	ENSG00000269987	ENST00000602847	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-434P1.6	ENSG00000228620	ENST00000433230	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP3-438O4.4	ENSG00000225676	ENST00000432360	antisense	0	0	0	22	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	5
RP3-439F8.1	ENSG00000234869	ENST00000426112	antisense	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP3-449O17.1	ENSG00000244627	ENST00000381645	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000381646	transcribed_unprocessed_pseudogene	0	0	0	6	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000407491	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000428294	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000443042	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000443658	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000454577	processed_transcript	0	0	0	8	0	0	0	0	0	3	0	4	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000455209	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000457665	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
RP3-462D8.2	ENSG00000233577	ENST00000411511	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP3-462D8.2	ENSG00000233577	ENST00000432495	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP3-508I15.10	ENSG00000230912	ENST00000423346	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RP3-508I15.9	ENSG00000228274	ENST00000422408	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP3-508I15.9	ENSG00000228274	ENST00000431924	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP3-508I15.9	ENSG00000228274	ENST00000444381	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP3-510H16.3	ENSG00000273176	ENST00000609073	antisense	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP4-539M6.14	ENSG00000181123	ENST00000442126	antisense	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4
RP4-539M6.14	ENSG00000181123	ENST00000610156	antisense	0	0	0	12	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	5
RP4-539M6.18	ENSG00000230137	ENST00000426397	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP4-539M6.19	ENSG00000249590	ENST00000439023	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP4-539M6.19	ENSG00000249590	ENST00000439838	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP4-539M6.19	ENSG00000249590	ENST00000454552	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP4-539M6.22	ENSG00000273428	ENST00000607893	lincRNA	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
RP4-569D19.5	ENSG00000233388	ENST00000417397	processed_pseudogene	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP4-569D19.8	ENSG00000273044	ENST00000610000	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP4-633O19__A.1	ENSG00000223695	ENST00000424761	lincRNA	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RP4-669P10.16	ENSG00000232710	ENST00000428786	sense_intronic	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP4-753M9.1	ENSG00000230922	ENST00000424580	sense_intronic	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
RP4-754E20__A.5	ENSG00000236117	ENST00000450750	lincRNA	0	0	0	16	0	0	0	0	0	2	0	5	0	3	0	0	0	0	0	0	6
RP5-1039K5.16	ENSG00000222044	ENST00000410099	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP5-1042K10.12	ENSG00000227413	ENST00000442557	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP5-1119A7.17	ENSG00000261675	ENST00000562756	sense_overlapping	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP5-1170K4.7	ENSG00000231467	ENST00000414203	antisense	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
RP5-1172A22.1	ENSG00000233521	ENST00000418271	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP5-1172A22.1	ENSG00000233521	ENST00000444114	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP5-1177I5.3	ENSG00000225867	ENST00000428838	antisense	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
RP5-983L19.2	ENSG00000226954	ENST00000447372	lincRNA	0	0	0	4	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP5-996D20.3	ENSG00000230634	ENST00000447383	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP6-109B7.2	ENSG00000231010	ENST00000439423	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP6-109B7.3	ENSG00000241990	ENST00000416202	antisense	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RP6-109B7.3	ENSG00000241990	ENST00000445441	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP6-109B7.3	ENSG00000241990	ENST00000451166	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP6-109B7.5	ENSG00000273289	ENST00000608644	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RPEP4	ENSG00000233010	ENST00000437636	processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RPL23AP82	ENSG00000184319	ENST00000496652	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000216146	protein_coding	0	0	0	14	0	0	1	0	0	5	0	4	0	0	0	0	0	0	0	0	4
RPL3	ENSG00000100316	ENST00000401609	protein_coding	0	0	0	14	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000402527	protein_coding	0	0	0	12	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000420536	nonsense_mediated_decay	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000427905	protein_coding	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000453303	protein_coding	0	0	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000459859	processed_transcript	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000460589	retained_intron	0	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000461967	retained_intron	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000464182	retained_intron	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
RPL3	ENSG00000100316	ENST00000465618	processed_transcript	0	0	0	15	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	5
RPL3	ENSG00000100316	ENST00000467105	retained_intron	0	0	0	10	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	1
RPL3	ENSG00000100316	ENST00000471290	processed_transcript	0	0	0	8	0	0	0	0	0	3	0	1	0	3	0	0	0	0	0	0	1
RPL3	ENSG00000100316	ENST00000473638	retained_intron	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
RPL3	ENSG00000100316	ENST00000481985	retained_intron	0	0	0	8	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	1
RPL3	ENSG00000100316	ENST00000484358	retained_intron	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2
RPL3	ENSG00000100316	ENST00000484615	retained_intron	0	0	0	11	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	4
RPL3	ENSG00000100316	ENST00000498462	retained_intron	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5
RPL5P34	ENSG00000234009	ENST00000426545	processed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RPL5P35	ENSG00000214727	ENST00000398869	unprocessed_pseudogene	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3
RRP7A	ENSG00000189306	ENST00000323013	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000357802	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000421116	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000437211	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000458605	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000566851	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RTCB	ENSG00000100220	ENST00000216038	protein_coding	0	1	0	21	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	1	3
RTCB	ENSG00000100220	ENST00000451746	protein_coding	0	0	0	22	1	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	3
RTCB	ENSG00000100220	ENST00000463455	retained_intron	0	0	0	10	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	3
RTCB	ENSG00000100220	ENST00000476619	processed_transcript	0	0	0	13	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	4
RTCB	ENSG00000100220	ENST00000485373	processed_transcript	0	0	0	13	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	4
RTCB	ENSG00000100220	ENST00000487704	retained_intron	0	0	0	14	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	3
RTCB	ENSG00000100220	ENST00000498434	retained_intron	0	0	0	7	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	4
RTDR1	ENSG00000100218	ENST00000216036	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
RTDR1	ENSG00000100218	ENST00000406876	protein_coding	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
RTDR1	ENSG00000100218	ENST00000421213	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RTDR1	ENSG00000100218	ENST00000439064	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
RTDR1	ENSG00000100218	ENST00000452757	protein_coding	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
RTN4R	ENSG00000040608	ENST00000043402	protein_coding	0	0	0	8	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4
RTN4R	ENSG00000040608	ENST00000416372	protein_coding	0	0	0	8	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4
RTN4R	ENSG00000040608	ENST00000425986	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RTN4R	ENSG00000040608	ENST00000463936	processed_transcript	0	0	0	8	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4
RTN4R	ENSG00000040608	ENST00000469601	processed_transcript	0	0	0	9	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	3
RTN4R	ENSG00000040608	ENST00000474642	processed_transcript	0	0	0	11	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	2
SAMM50	ENSG00000100347	ENST00000350028	protein_coding	0	2	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SAMM50	ENSG00000100347	ENST00000396202	protein_coding	0	2	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
SAMM50	ENSG00000100347	ENST00000474323	retained_intron	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3
SAMM50	ENSG00000100347	ENST00000493161	processed_transcript	0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
SAMM50	ENSG00000100347	ENST00000494795	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SBF1	ENSG00000100241	ENST00000348911	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000380817	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000390679	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000399627	retained_intron	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000476293	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SBF1	ENSG00000100241	ENST00000477234	retained_intron	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
SC22CB-1D7.1	ENSG00000230741	ENST00000453924	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCARF2	ENSG00000244486	ENST00000266214	protein_coding	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
SCARF2	ENSG00000244486	ENST00000405555	protein_coding	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
SCARF2	ENSG00000244486	ENST00000494535	retained_intron	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SCARNA17	ENSG00000252020	ENST00000516211	snoRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SCARNA17	ENSG00000252143	ENST00000516334	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SCARNA18	ENSG00000252314	ENST00000516505	snoRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SCARNA18	ENSG00000252605	ENST00000516796	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SCO2	ENSG00000130489	ENST00000252785	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000395693	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000423348	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000439934	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000535425	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000543927	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307	ENST00000290460	protein_coding	0	0	1	39	0	0	0	0	0	1	0	37	1	0	0	0	0	0	0	0	1
SCUBE1	ENSG00000159307	ENST00000360835	protein_coding	0	1	0	48	2	0	0	0	0	0	0	45	0	0	0	0	0	0	0	1	1
SCUBE1	ENSG00000159307	ENST00000449304	protein_coding	0	0	0	9	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307	ENST00000461595	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307	ENST00000470433	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307	ENST00000477991	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307	ENST00000480833	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SDC4P	ENSG00000214161	ENST00000453285	processed_pseudogene	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4
SDF2L1	ENSG00000128228	ENST00000248958	protein_coding	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1
SDF2L1	ENSG00000128228	ENST00000466935	retained_intron	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1
SEC14L2	ENSG00000100003	ENST00000312932	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000402592	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000403484	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000405717	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000415072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000416523	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000428195	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000429917	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000437022	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000452649	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000459728	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000464335	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000467218	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000478762	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000483116	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000484486	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SEC14L2	ENSG00000100003	ENST00000485482	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SEC14L3	ENSG00000100012	ENST00000215812	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000401751	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000402286	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000403066	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000415957	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000434642	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000435069	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000539629	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEC14L3	ENSG00000100012	ENST00000540910	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEC14L4	ENSG00000133488	ENST00000255858	protein_coding	0	1	0	8	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1
SEC14L4	ENSG00000133488	ENST00000320982	nonsense_mediated_decay	0	0	0	13	4	0	0	0	0	2	0	2	0	4	0	0	0	0	0	0	1
SEC14L4	ENSG00000133488	ENST00000321205	nonsense_mediated_decay	0	0	0	13	4	0	0	0	0	2	0	2	0	4	0	0	0	0	0	0	1
SEC14L4	ENSG00000133488	ENST00000381982	protein_coding	0	1	0	7	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	1
SEC14L4	ENSG00000133488	ENST00000392772	protein_coding	0	1	0	8	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1
SEC14L4	ENSG00000133488	ENST00000540456	protein_coding	0	1	0	8	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1
SEC14L6	ENSG00000214491	ENST00000402034	protein_coding	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SEC14L6	ENSG00000214491	ENST00000437871	protein_coding	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SELO	ENSG00000073169	ENST00000380903	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SELO	ENSG00000073169	ENST00000492092	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000291236	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000328414	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000396417	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000396425	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000396426	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000406029	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000449288	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT5	ENSG00000184702	ENST00000406172	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT5	ENSG00000184702	ENST00000406395	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEPT5	ENSG00000184702	ENST00000412544	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
