# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LL22NC03-23C6.12	ENSG00000249333	ENST00000423821	unprocessed_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LL22NC03-23C6.13	ENSG00000225070	ENST00000411554	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LL22NC03-24A12.8	ENSG00000231392	ENST00000415642	unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
LL22NC03-32F9.1	ENSG00000273082	ENST00000610170	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LL22NC03-63E9.3	ENSG00000220891	ENST00000407120	protein_coding	0	0	0	6	0	0	3	3	0	0	0	0	0	0	0
LL22NC03-75H12.2	ENSG00000218357	ENST00000405369	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LL22NC03-75H12.2	ENSG00000218357	ENST00000481625	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LL22NC03-86D4.1	ENSG00000236052	ENST00000412218	lincRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
LMF2	ENSG00000100258	ENST00000216080	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LMF2	ENSG00000100258	ENST00000380796	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LMF2	ENSG00000100258	ENST00000474879	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LMF2	ENSG00000100258	ENST00000504717	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LMF2	ENSG00000100258	ENST00000505981	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LMF2	ENSG00000100258	ENST00000507607	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LMF2	ENSG00000100258	ENST00000514938	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LRP5L	ENSG00000100068	ENST00000402785	protein_coding	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
LRP5L	ENSG00000100068	ENST00000402859	protein_coding	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
LRP5L	ENSG00000100068	ENST00000444995	protein_coding	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
LRP5L	ENSG00000100068	ENST00000467672	retained_intron	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
LRP5L	ENSG00000100068	ENST00000468442	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LRP5L	ENSG00000100068	ENST00000474163	nonsense_mediated_decay	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
LRP5L	ENSG00000100068	ENST00000484509	retained_intron	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000215739	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000389355	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000414985	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000415354	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000415817	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000439171	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000443265	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000452988	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000461510	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LZTR1	ENSG00000099949	ENST00000463909	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000479606	processed_transcript	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000480895	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000491432	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000492480	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LZTR1	ENSG00000099949	ENST00000493460	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000495142	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LZTR1	ENSG00000099949	ENST00000497716	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LZTR1	ENSG00000099949	ENST00000498649	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
MAPK1	ENSG00000100030	ENST00000215832	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
MAPK1	ENSG00000100030	ENST00000398822	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
MAPK1	ENSG00000100030	ENST00000544786	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
MAPK11	ENSG00000185386	ENST00000330651	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MAPK11	ENSG00000185386	ENST00000395764	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MAPK11	ENSG00000185386	ENST00000417877	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MAPK11	ENSG00000185386	ENST00000449719	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MAPK11	ENSG00000185386	ENST00000495277	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MB	ENSG00000198125	ENST00000447607	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
MB	ENSG00000198125	ENST00000472240	processed_transcript	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
MCAT	ENSG00000100294	ENST00000290429	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MCAT	ENSG00000100294	ENST00000327555	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MCAT	ENSG00000100294	ENST00000464244	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
MCAT	ENSG00000100294	ENST00000608052	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
MCHR1	ENSG00000128285	ENST00000249016	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MCHR1	ENSG00000128285	ENST00000381433	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MCHR1	ENSG00000128285	ENST00000498400	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000263205	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000292733	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000382974	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000406969	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000414658	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000425759	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000432052	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000433831	nonsense_mediated_decay	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000438962	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000441501	nonsense_mediated_decay	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000444094	nonsense_mediated_decay	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000445189	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MED15	ENSG00000099917	ENST00000445987	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MED15	ENSG00000099917	ENST00000451058	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MED15	ENSG00000099917	ENST00000473028	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MED15	ENSG00000099917	ENST00000477824	processed_transcript	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000486656	retained_intron	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000541476	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MED15	ENSG00000099917	ENST00000542773	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
MEI1	ENSG00000167077	ENST00000300398	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000400107	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000401548	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000540833	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000413665	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000418918	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000419237	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000421151	lincRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000421867	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000422403	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000423278	lincRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000425476	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000430080	lincRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000430483	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000436238	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000439738	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000440347	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000449717	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000450203	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000451141	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000452429	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000453023	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000455640	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000456129	lincRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MIAT	ENSG00000225783	ENST00000458302	lincRNA	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000207726	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000400561	protein_coding	0	2	0	2	2	0	0	0	0	0	0	0	2	0	0
MICAL3	ENSG00000243156	ENST00000424046	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000429452	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000441493	protein_coding	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000444520	protein_coding	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000495076	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000498573	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	2
MICAL3	ENSG00000243156	ENST00000577821	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000578984	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	2
MICAL3	ENSG00000243156	ENST00000579997	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000580469	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000584751	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000215957	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000402631	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000424008	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000454685	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MIOX	ENSG00000100253	ENST00000216075	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MIOX	ENSG00000100253	ENST00000395732	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MIOX	ENSG00000100253	ENST00000395733	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MIOX	ENSG00000100253	ENST00000451761	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MIR1281	ENSG00000221160	ENST00000408233	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MIR130B	ENSG00000207751	ENST00000385018	miRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
MIR185	ENSG00000208023	ENST00000385288	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MIR301B	ENSG00000212102	ENST00000390813	miRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
MIR4535	ENSG00000266887	ENST00000580946	miRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
MIR4761	ENSG00000265087	ENST00000585066	miRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
MIR650	ENSG00000207836	ENST00000385101	miRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
MKL1	ENSG00000196588	ENST00000355630	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000396617	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000402042	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000422851	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MKL1	ENSG00000196588	ENST00000463769	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000466278	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000262794	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000354853	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MOV10L1	ENSG00000073146	ENST00000395843	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000395852	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MOV10L1	ENSG00000073146	ENST00000395858	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000434497	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000540615	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000545383	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000334209	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000414469	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000417669	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000439548	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000443721	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000538182	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000542779	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000323630	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000333027	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000351488	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000401950	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000415511	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000445401	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000495098	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000216181	protein_coding	0	0	0	11	0	0	0	8	0	0	0	0	0	0	3
MYH9	ENSG00000100345	ENST00000463027	processed_transcript	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000472210	processed_transcript	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000473022	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MYH9	ENSG00000100345	ENST00000477189	retained_intron	0	0	0	6	0	0	4	0	0	2	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000335473	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000407587	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000418374	retained_intron	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000536101	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539302	nonsense_mediated_decay	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539544	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
MYO18B	ENSG00000133454	ENST00000543971	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Metazoa_SRP	ENSG00000272019	ENST00000606537	misc_RNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NAGA	ENSG00000198951	ENST00000396398	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000402937	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000403363	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000299821	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000395698	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000395701	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000418794	nonsense_mediated_decay	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000420993	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000518394	nonsense_mediated_decay	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000520297	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000522048	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000522304	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000523045	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
NDUFA6	ENSG00000184983	ENST00000498737	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
NDUFA6	ENSG00000184983	ENST00000602404	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000416037	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000439129	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000608491	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
NEFH	ENSG00000100285	ENST00000310624	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000334961	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000338641	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000347330	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000353887	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000361166	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000361452	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000361676	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000397789	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000403435	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000403999	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000432151	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NFAM1	ENSG00000235568	ENST00000329021	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NFAM1	ENSG00000235568	ENST00000355469	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000215956	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000355257	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000401959	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000402458	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000463675	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000469028	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000488571	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000216121	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000347635	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000396096	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000407019	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000417702	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000419387	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NUP50	ENSG00000093000	ENST00000422489	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NUP50	ENSG00000093000	ENST00000424634	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000425733	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000430547	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000432340	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000434760	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000445721	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000461194	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000461437	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000484186	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000486184	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NUP50	ENSG00000093000	ENST00000493456	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000497960	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000332585	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000382310	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
