# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SERPIND1	ENSG00000099937	ENST00000406799	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000248933	protein_coding	0	0	0	80	0	0	0	0	0	0	75	0	0	0	0	0	0	0	5
SEZ6L	ENSG00000100095	ENST00000343706	protein_coding	0	0	0	80	0	0	0	0	0	0	75	0	0	0	0	0	0	0	5
SEZ6L	ENSG00000100095	ENST00000360929	protein_coding	0	0	0	80	0	0	0	0	0	0	75	0	0	0	0	0	0	0	5
SEZ6L	ENSG00000100095	ENST00000402979	protein_coding	0	0	0	26	0	0	0	0	0	0	24	0	0	0	0	0	0	0	2
SEZ6L	ENSG00000100095	ENST00000403121	protein_coding	0	0	0	26	0	0	0	0	0	0	24	0	0	0	0	0	0	0	2
SEZ6L	ENSG00000100095	ENST00000404234	protein_coding	0	0	0	80	0	0	0	0	0	0	75	0	0	0	0	0	0	0	5
SEZ6L	ENSG00000100095	ENST00000411842	protein_coding	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4
SEZ6L	ENSG00000100095	ENST00000483291	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SEZ6L	ENSG00000100095	ENST00000494013	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000529632	protein_coding	0	0	0	80	0	0	0	0	0	0	75	0	0	0	0	0	0	0	5
SF3A1	ENSG00000099995	ENST00000215793	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SF3A1	ENSG00000099995	ENST00000411423	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SF3A1	ENSG00000099995	ENST00000439242	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SF3A1	ENSG00000099995	ENST00000444440	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SF3A1	ENSG00000099995	ENST00000447376	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SF3A1	ENSG00000099995	ENST00000463818	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SF3A1	ENSG00000099995	ENST00000471037	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SF3A1	ENSG00000099995	ENST00000471342	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SF3A1	ENSG00000099995	ENST00000485618	retained_intron	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SF3A1	ENSG00000099995	ENST00000498259	retained_intron	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SFI1	ENSG00000198089	ENST00000357852	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000382162	retained_intron	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000400288	protein_coding	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000400289	protein_coding	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000411518	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000414585	protein_coding	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000417682	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000432498	protein_coding	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000443011	protein_coding	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000443326	protein_coding	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000444859	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000450787	protein_coding	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000452250	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000464333	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000465437	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000465646	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000474741	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000476577	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000486708	retained_intron	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000524296	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000540643	protein_coding	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
SGSM1	ENSG00000167037	ENST00000400358	protein_coding	0	0	0	52	0	0	0	0	0	7	44	0	0	0	0	0	0	0	1
SGSM1	ENSG00000167037	ENST00000400359	protein_coding	0	0	0	50	0	0	0	0	0	5	44	0	0	0	0	0	0	0	1
SGSM1	ENSG00000167037	ENST00000470591	processed_transcript	0	0	0	5	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1
SGSM1	ENSG00000167037	ENST00000473458	retained_intron	0	0	0	43	0	0	0	0	0	5	38	0	0	0	0	0	0	0	0
SGSM1	ENSG00000167037	ENST00000480523	retained_intron	0	0	0	42	0	0	0	0	0	4	38	0	0	0	0	0	0	0	0
SGSM3	ENSG00000100359	ENST00000248929	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SGSM3	ENSG00000100359	ENST00000417424	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000427834	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000454798	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SGSM3	ENSG00000100359	ENST00000457767	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SGSM3	ENSG00000100359	ENST00000462457	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000467915	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000469719	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000470518	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000478085	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	ENSG00000100359	ENST00000480830	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000481028	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000481408	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGSM3	ENSG00000100359	ENST00000485962	retained_intron	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SH3BP1	ENSG00000100092	ENST00000336738	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000357436	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000417536	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SH3BP1	ENSG00000100092	ENST00000442465	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000451997	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000469947	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SHANK3	ENSG00000251322	ENST00000262795	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SHANK3	ENSG00000251322	ENST00000414786	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SHANK3	ENSG00000251322	ENST00000445220	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SHISA8	ENSG00000234965	ENST00000457093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC16A8	ENSG00000100156	ENST00000320521	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SLC16A8	ENSG00000100156	ENST00000427592	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SLC16A8	ENSG00000100156	ENST00000469516	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SLC25A1	ENSG00000100075	ENST00000215882	protein_coding	0	0	0	24	2	0	0	0	0	2	5	0	0	0	0	0	0	0	15
SLC25A1	ENSG00000100075	ENST00000451283	protein_coding	0	0	0	23	2	0	0	0	0	2	5	0	0	0	0	0	0	0	14
SLC25A1	ENSG00000100075	ENST00000461267	processed_transcript	0	0	0	23	0	0	0	0	0	4	4	0	1	0	0	0	0	0	14
SLC25A1	ENSG00000100075	ENST00000468824	processed_transcript	0	0	0	23	0	0	0	0	0	7	1	0	1	0	0	0	0	0	14
SLC25A1	ENSG00000100075	ENST00000470922	retained_intron	0	0	0	24	0	0	0	0	0	2	5	0	2	0	0	0	0	0	15
SLC25A15P5	ENSG00000249288	ENST00000508033	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SLC25A18	ENSG00000182902	ENST00000327451	protein_coding	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2
SLC25A18	ENSG00000182902	ENST00000399813	protein_coding	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2
SLC25A18	ENSG00000182902	ENST00000467228	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
SLC25A18	ENSG00000182902	ENST00000496051	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC25A18	ENSG00000182902	ENST00000497401	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000255830	nonsense_mediated_decay	0	0	0	38	3	0	0	0	0	13	19	0	3	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000316185	protein_coding	0	2	1	34	2	0	0	0	0	13	19	1	0	0	0	2	0	0	0
SLC2A11	ENSG00000133460	ENST00000345044	protein_coding	0	0	1	34	4	0	0	0	0	11	19	1	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000398356	protein_coding	0	0	1	34	2	0	0	0	0	13	19	1	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000403208	protein_coding	0	0	0	15	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000405286	processed_transcript	0	0	0	34	0	0	0	0	0	18	16	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000405340	nonsense_mediated_decay	0	0	0	38	3	0	0	0	0	13	19	0	3	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000405847	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000418102	nonsense_mediated_decay	0	0	0	16	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000423972	nonsense_mediated_decay	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000436643	nonsense_mediated_decay	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000440493	processed_transcript	0	0	0	13	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000461809	retained_intron	0	0	0	35	0	0	0	0	0	13	17	0	5	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000467660	processed_transcript	0	0	0	34	0	0	0	0	0	18	16	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000472526	processed_transcript	0	0	0	21	0	0	0	0	0	15	3	0	1	0	0	0	0	0	2
SLC2A11	ENSG00000133460	ENST00000473357	retained_intron	0	0	0	19	0	0	0	0	0	16	0	0	2	0	0	0	0	0	1
SLC2A11	ENSG00000133460	ENST00000473740	retained_intron	0	0	0	16	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000482576	processed_transcript	0	0	0	30	0	0	0	0	0	18	1	0	0	0	0	0	0	0	11
SLC2A11	ENSG00000133460	ENST00000486907	retained_intron	0	0	0	19	0	0	0	0	0	13	0	0	6	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000489322	retained_intron	0	0	0	35	0	0	0	0	0	13	18	0	4	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000491948	retained_intron	0	0	0	15	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0
SLC2A11	ENSG00000133460	ENST00000492516	retained_intron	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
SLC35E4	ENSG00000100036	ENST00000406566	protein_coding	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
SLC35E4	ENSG00000100036	ENST00000451479	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SLC5A4	ENSG00000100191	ENST00000266086	protein_coding	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
SLC7A4	ENSG00000099960	ENST00000382932	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SLC7A4	ENSG00000099960	ENST00000403586	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SLC7A4	ENSG00000099960	ENST00000426145	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC9B1P4	ENSG00000227367	ENST00000421957	unprocessed_pseudogene	0	0	0	12	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000263121	protein_coding	0	0	0	62	0	0	0	0	0	3	53	0	0	0	0	0	0	0	6
SMARCB1	ENSG00000099956	ENST00000344921	protein_coding	0	0	0	62	0	0	0	0	0	3	53	0	0	0	0	0	0	0	6
SMARCB1	ENSG00000099956	ENST00000407082	protein_coding	0	0	0	62	0	0	0	0	0	3	53	0	0	0	0	0	0	0	6
SMARCB1	ENSG00000099956	ENST00000407422	protein_coding	0	0	0	62	0	0	0	0	0	3	53	0	0	0	0	0	0	0	6
SMARCB1	ENSG00000099956	ENST00000417137	protein_coding	0	0	0	38	0	0	0	0	0	4	28	0	0	0	0	0	0	0	6
SMARCB1	ENSG00000099956	ENST00000477836	processed_transcript	0	0	0	13	0	0	0	0	0	4	5	0	0	0	0	0	0	0	4
SMARCB1	ENSG00000099956	ENST00000491967	processed_transcript	0	0	0	27	0	0	0	0	0	4	16	0	1	0	0	0	0	0	6
SMC1B	ENSG00000077935	ENST00000357450	protein_coding	0	0	0	13	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0
SMC1B	ENSG00000077935	ENST00000404354	protein_coding	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
SMDT1	ENSG00000183172	ENST00000331479	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SMDT1	ENSG00000183172	ENST00000422252	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SMDT1	ENSG00000183172	ENST00000484235	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SMPD4P1	ENSG00000223553	ENST00000416717	transcribed_unprocessed_pseudogene	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
SMPD4P1	ENSG00000223553	ENST00000433066	processed_transcript	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
SMPD4P1	ENSG00000223553	ENST00000443839	processed_transcript	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000333137	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000347557	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000358743	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000404574	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMTN	ENSG00000183963	ENST00000416786	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000422839	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000426927	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000431481	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000432777	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000438223	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000440425	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000455608	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMTN	ENSG00000183963	ENST00000460658	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000466272	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000475548	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000482444	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000489337	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMTN	ENSG00000183963	ENST00000493335	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMTN	ENSG00000183963	ENST00000497697	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP29	ENSG00000099940	ENST00000215730	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
SNAP29	ENSG00000099940	ENST00000439214	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
SNAP29	ENSG00000099940	ENST00000490458	retained_intron	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
SNORA15	ENSG00000251940	ENST00000516131	snoRNA	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4
SNORA77	ENSG00000264346	ENST00000578179	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD125	ENSG00000239127	ENST00000459538	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD42	ENSG00000201209	ENST00000364339	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD43	ENSG00000263764	ENST00000583861	snoRNA	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5
SNORD83A	ENSG00000209482	ENST00000386747	snoRNA	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
SNORD83B	ENSG00000209480	ENST00000386745	snoRNA	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4
SNRPD3	ENSG00000100028	ENST00000402849	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRPD3	ENSG00000100028	ENST00000404603	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SNRPD3	ENSG00000100028	ENST00000439775	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SOCS2P2	ENSG00000224465	ENST00000458366	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SOX10	ENSG00000100146	ENST00000360880	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SOX10	ENSG00000100146	ENST00000396884	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SOX10	ENSG00000100146	ENST00000427770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SOX10	ENSG00000100146	ENST00000446929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SOX10	ENSG00000100146	ENST00000470555	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPECC1L	ENSG00000100014	ENST00000314328	protein_coding	0	0	0	113	3	0	0	0	0	4	105	0	0	0	0	0	0	0	1
SPECC1L	ENSG00000100014	ENST00000416735	processed_transcript	0	0	0	53	0	0	0	0	0	6	46	0	0	0	0	0	0	0	1
SPECC1L	ENSG00000100014	ENST00000421374	protein_coding	0	0	0	58	0	0	0	0	0	4	53	0	0	0	0	0	0	0	1
SPECC1L	ENSG00000100014	ENST00000437398	protein_coding	0	0	0	113	3	0	0	0	0	4	105	0	0	0	0	0	0	0	1
SPECC1L	ENSG00000100014	ENST00000440893	protein_coding	0	0	0	28	0	0	0	0	0	2	23	0	0	0	0	0	0	0	3
SPECC1L	ENSG00000100014	ENST00000472799	retained_intron	0	0	0	13	0	0	0	0	0	5	2	0	0	0	0	0	0	0	6
SPECC1L	ENSG00000100014	ENST00000541492	protein_coding	0	0	0	111	0	0	0	0	0	5	105	0	0	0	0	0	0	0	1
SPECC1L-ADORA2A	ENSG00000258555	ENST00000358654	nonsense_mediated_decay	0	0	0	130	1	0	0	0	0	4	123	0	1	0	0	0	0	0	1
SREBF2	ENSG00000198911	ENST00000361204	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0
SREBF2	ENSG00000198911	ENST00000424354	nonsense_mediated_decay	0	0	0	10	1	0	0	0	0	0	8	0	1	0	0	0	0	0	0
SREBF2	ENSG00000198911	ENST00000435061	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
SREBF2	ENSG00000198911	ENST00000463741	retained_intron	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5
SREBF2	ENSG00000198911	ENST00000490262	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SREBF2	ENSG00000198911	ENST00000491541	processed_transcript	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1
SRRD	ENSG00000100104	ENST00000215917	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SRRD	ENSG00000100104	ENST00000471799	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SRRD	ENSG00000100104	ENST00000477945	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SSTR3	ENSG00000183473	ENST00000328544	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSTR3	ENSG00000183473	ENST00000402501	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SULT4A1	ENSG00000130540	ENST00000249130	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SULT4A1	ENSG00000130540	ENST00000330884	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SULT4A1	ENSG00000130540	ENST00000422525	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SULT4A1	ENSG00000130540	ENST00000432404	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SULT4A1	ENSG00000130540	ENST00000475131	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SULT4A1	ENSG00000130540	ENST00000540422	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SUN2	ENSG00000100242	ENST00000406622	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SYCE3	ENSG00000217442	ENST00000402753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SYCE3	ENSG00000217442	ENST00000406915	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SYN3	ENSG00000185666	ENST00000332840	protein_coding	0	1	1	79	0	0	0	0	0	8	71	1	0	0	0	0	0	1	0
SYN3	ENSG00000185666	ENST00000358763	protein_coding	0	1	1	84	0	0	0	0	0	8	74	1	0	0	0	0	0	1	2
SYN3	ENSG00000185666	ENST00000412575	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
SYN3	ENSG00000185666	ENST00000441821	protein_coding	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2
SYN3	ENSG00000185666	ENST00000459990	processed_transcript	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
